name,price,km,owner,year,fuel,location
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Audi Q3 35 TDI Premium + Sunroof,"24,50,000","65,000 KMs",1 Owner,2016,Diesel,Bangalore
Mercedes-Benz S-Class Maybach S 600,"1,30,00,000","40,900 KMs",2 Owners,2017,Petrol,Pune
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,90,000","7,775 KMs",1 Owner,2020,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Volkswagen Vento Highline Petrol,"7,60,000","24,091 KMs",1 Owner,2016,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"6,15,000","17,674 KMs",1 Owner,2018,Petrol,Bangalore
Skoda Rapid Ambition 1.6 TDI CR MT,"4,75,000","62,232 KMs",1 Owner,2012,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Honda City V Petrol [2017-2019],"8,45,000","25,715 KMs",1 Owner,2017,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta SX 1.6 AT Petrol,"15,75,000","11,227 KMs",1 Owner,2019,Petrol,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Maruti Suzuki Dzire VXi,"6,78,000","23,562 KMs",2 Owners,2018,Petrol,Bangalore
Maruti Suzuki Ertiga ZDi,"8,35,000","49,921 KMs",1 Owner,2015,Diesel,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Maruti Suzuki Swift DZire Automatic,"5,88,000","20,418 KMs",1 Owner,2014,Petrol,Bangalore
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],"8,85,000","20,492 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Ford EcoSport Titanium 1.5L TDCi,"8,65,000","66,677 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Tata Tiago Revotron XZA,"5,95,000","22,457 KMs",1 Owner,2018,Petrol,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Nissan Micra XV CVT,"5,70,000","61,506 KMs",1 Owner,2017,Petrol,Bangalore
Maruti Suzuki Alto K10 VXi (O) [2014-2019],"4,09,000","5,006 KMs",1 Owner,2016,Petrol,Bangalore
Maruti Suzuki Swift DZire Automatic,"5,88,000","20,418 KMs",1 Owner,2014,Petrol,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],"17,85,000","38,240 KMs",1 Owner,2016,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11(O) [2018-2020],"18,45,000","46,081 KMs",1 Owner,2018,Diesel,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Mahindra XUV500 W11,"18,99,000","28,638 KMs",1 Owner,2019,Diesel,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],"8,85,000","20,492 KMs",1 Owner,2019,Petrol,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],"5,89,000","20,388 KMs",1 Owner,2017,Petrol,Bangalore
Hyundai Creta S 1.4 CRDI,"11,45,000","33,712 KMs",1 Owner,2017,Diesel,Bangalore
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],"8,85,000","20,492 KMs",1 Owner,2019,Petrol,Bangalore
Maruti Suzuki Swift DZire Automatic,"5,88,000","20,418 KMs",1 Owner,2014,Petrol,Bangalore
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],"8,85,000","20,492 KMs",1 Owner,2019,Petrol,Bangalore
